submission_time,todays_date,ward,hh_head_icf_language,num_houses,house_wall,house_wall_specify,house_roof,house_roof_specify,main_water_source,main_water_source_specify,toilet_type,main_lighting,main_lighting_other,household_possessions,own_cattle,num_hh_members,instanceID,KEY,wid,cluster,lng,lat
2023-07-11T09:58:53Z,2023-07-11,PONGWE KIKONENI,Swahili,2,blocks_cement,NA,iron,NA,Piped water outside the compound,NA,Flush to piped sewer system,Electricity,NA,Radio TV Cellphone Table,no,4,uuid:9cce879f-be94-426c-9c9a-220066b2d557,uuid:9cce879f-be94-426c-9c9a-220066b2d557,2448,88,-4.642636271448295,39.38069662002629
2023-07-11T09:56:54Z,2023-07-11,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Open well outside the compound,NA,"None (bush, field)",Solar panel,NA,Cellphone TV Table,no,6,uuid:a35bc808-0ad4-45aa-91fe-4e05c71d942f,uuid:a35bc808-0ad4-45aa-91fe-4e05c71d942f,2466,94,-4.630923720133239,39.324547052584315
2023-07-11T09:56:54Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Solar panel,NA,Cellphone,no,4,uuid:7e9f615d-b448-4778-a254-beca26df0f4b,uuid:7e9f615d-b448-4778-a254-beca26df0f4b,2466,94,-4.631977958889103,39.3241113549146
2023-07-11T09:56:34Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,iron,NA,Borehole with manual pump outside the compound,NA,Traditional pit latrine,Solar panel,NA,Radio Table,yes,4,uuid:c4c0fd32-599a-4c5f-8b0b-c88b807aa794,uuid:c4c0fd32-599a-4c5f-8b0b-c88b807aa794,2555,29,-4.491456478367161,39.34722159081412
2023-07-11T09:56:33Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,iron,NA,Borehole with manual pump outside the compound,NA,"None (bush, field)",Electricity,NA,Radio Cellphone Table,no,4,uuid:2f7c6289-a61a-417c-b8fb-030620eccaa0,uuid:2f7c6289-a61a-417c-b8fb-030620eccaa0,2555,29,-4.495217894302308,39.34366522888335
2023-07-11T09:56:32Z,2023-07-11,PONGWE KIKONENI,Swahili,1,blocks_mud,NA,iron,NA,Borehole with manual pump outside the compound,NA,Flush to pit latrine,Electricity,NA,Radio TV Cellphone Table,no,4,uuid:6ab834e4-d125-4047-bc00-eb2aed3e8fb7,uuid:6ab834e4-d125-4047-bc00-eb2aed3e8fb7,2555,29,-4.492809674976111,39.346115284858506
2023-07-11T09:55:43Z,2023-07-11,PONGWE KIKONENI,Swahili,2,mud,NA,iron,NA,Open well outside the compound,NA,Traditional pit latrine,Candles,NA,Cellphone,no,1,uuid:0fedce26-97b9-417a-b4e7-a18d1069aa16,uuid:0fedce26-97b9-417a-b4e7-a18d1069aa16,2416,54,-4.572697455845351,39.377095972457695
2023-07-11T09:55:42Z,2023-07-11,PONGWE KIKONENI,Swahili,2,mud,NA,palm,NA,Open well outside the compound,NA,Traditional pit latrine,Solar panel,NA,Cellphone Sofa,no,3,uuid:624c0eee-fca8-414a-8e61-7482b2c5c695,uuid:624c0eee-fca8-414a-8e61-7482b2c5c695,2416,54,-4.577394756310727,39.37869150511439
2023-07-11T09:55:41Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Piped water outside the compound,NA,"None (bush, field)",Solar panel,NA,Radio,no,6,uuid:83bacc31-9699-4eb5-b902-c9b385b50e2c,uuid:83bacc31-9699-4eb5-b902-c9b385b50e2c,2416,54,-4.5730618834532475,39.37990798337249
2023-07-11T09:55:39Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Piped water outside the compound,NA,Traditional pit latrine,Electricity,NA,None,no,2,uuid:37e139a4-1a75-44dd-8161-5949bf16ca14,uuid:37e139a4-1a75-44dd-8161-5949bf16ca14,2554,29,-4.489399348476452,39.34483023925535
2023-07-11T09:55:37Z,2023-07-11,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Piped water inside the house,NA,Flush to pit latrine,Electricity,NA,Radio TV Cellphone Sofa Table Cupboard,no,4,uuid:3e1e35ce-907d-4b2f-ab13-f8a15cace010,uuid:3e1e35ce-907d-4b2f-ab13-f8a15cace010,2551,29,-4.501490461681604,39.34314102567175
2023-07-11T09:55:36Z,2023-07-11,PONGWE KIKONENI,Swahili,1,blocks_mud,NA,iron,NA,Piped water outside the compound,NA,Flush to pit latrine,Electricity,NA,Radio TV Cellphone Sofa Cupboard,no,4,uuid:f2e10df5-0034-4d21-9858-d080b40efd2c,uuid:f2e10df5-0034-4d21-9858-d080b40efd2c,2551,29,-4.49317278475741,39.34794843480137
2023-07-11T09:55:35Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Piped water outside the compound,NA,"None (bush, field)",Kerosene lamp,NA,Cellphone Table,no,6,uuid:3e0fd1d5-06ad-42b8-b2c3-d6738a28039d,uuid:3e0fd1d5-06ad-42b8-b2c3-d6738a28039d,2554,29,-4.485274457984465,39.34479298646574
2023-07-11T09:55:32Z,2023-07-11,PONGWE KIKONENI,Swahili,1,blocks_mud,NA,iron,NA,Open well outside the compound,NA,Traditional pit latrine,Solar panel,NA,Cellphone TV,no,5,uuid:f62dc34d-16ec-4fd9-9927-cf921cdfbf87,uuid:f62dc34d-16ec-4fd9-9927-cf921cdfbf87,2559,46,-4.519962919712174,39.33052127880422
2023-07-11T09:55:31Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,Traditional pit latrine,Solar panel,NA,Cellphone,no,8,uuid:0f174043-9c59-4ebf-8b9d-a1a7a718e912,uuid:0f174043-9c59-4ebf-8b9d-a1a7a718e912,2559,46,-4.522944937516494,39.33060988288439
2023-07-11T09:55:30Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,Traditional pit latrine,Kerosene lamp,NA,Cellphone,no,2,uuid:f1de7a6f-c373-4401-9554-25906634c143,uuid:f1de7a6f-c373-4401-9554-25906634c143,2559,46,-4.510780391000122,39.33266967701267
2023-07-11T09:55:30Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,Traditional pit latrine,Kerosene lamp,NA,Cellphone,no,1,uuid:a886b17e-2071-4d24-a45f-8c9622ab60ef,uuid:a886b17e-2071-4d24-a45f-8c9622ab60ef,2556,38,-4.506478613739401,39.34100408882005
2023-07-11T09:55:30Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,Traditional pit latrine,Solar panel,NA,Cellphone,no,10,uuid:99775da1-b1ce-4a28-85e7-3b2a961f626d,uuid:99775da1-b1ce-4a28-85e7-3b2a961f626d,2556,38,-4.506618571363512,39.34183529366087
2023-07-11T09:55:24Z,2023-07-11,PONGWE KIKONENI,NA,1,mud,NA,iron,NA,Piped water within compound,NA,Traditional pit latrine,Electricity,NA,None,no,3,uuid:bfba8221-5995-49fa-bbd8-133a9d9a5a97,uuid:bfba8221-5995-49fa-bbd8-133a9d9a5a97,2553,29,-4.4984492634473066,39.34889639112834
2023-07-11T09:55:23Z,2023-07-11,PONGWE KIKONENI,Swahili,1,blocks_mud,NA,iron,NA,Piped water within compound,NA,Flush to pit latrine,Solar panel,NA,Cellphone,no,8,uuid:e444c818-5a52-4657-8f6a-7c4bd32ac79e,uuid:e444c818-5a52-4657-8f6a-7c4bd32ac79e,2553,29,-4.49660319121041,39.347289705448574
2023-07-11T09:55:18Z,2023-07-11,PONGWE KIKONENI,Swahili,1,blocks_mud,NA,iron,NA,Open well outside the compound,NA,Traditional pit latrine,Solar panel,NA,Cellphone,yes,10,uuid:352db80b-a9ee-4fe3-93e2-c2121198db58,uuid:352db80b-a9ee-4fe3-93e2-c2121198db58,2552,29,-4.486667290083976,39.348540089530346
2023-07-11T09:55:17Z,2023-07-11,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,palm,NA,Borehole with manual pump outside the compound,NA,Traditional pit latrine,Electricity,NA,TV Cellphone Sofa Table Cupboard,no,6,uuid:fb1d81a4-954b-419e-97aa-cf06f3b3357d,uuid:fb1d81a4-954b-419e-97aa-cf06f3b3357d,2552,29,-4.490710959380593,39.34596119697605
2023-07-11T09:55:16Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Water collected directly from the river or ponds,NA,Traditional pit latrine,Candles,NA,Radio Cellphone,no,6,uuid:715543de-5844-450b-b5bf-d9cd41f0a045,uuid:715543de-5844-450b-b5bf-d9cd41f0a045,2557,38,-4.508578861371435,39.342467741141505
2023-07-11T09:55:14Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Water collected directly from the river or ponds,NA,Traditional pit latrine,Solar panel,NA,Cellphone Radio,no,5,uuid:41167356-b5f0-4b78-9623-c9782ecf1c59,uuid:41167356-b5f0-4b78-9623-c9782ecf1c59,2557,38,-4.508779855099265,39.34218964167156
2023-07-11T09:54:56Z,2023-07-11,PONGWE KIKONENI,Swahili,2,mud,NA,iron,NA,Piped water outside the compound,NA,Flush to pit latrine,Candles,NA,Cellphone,no,3,uuid:25c5b723-3c57-4f3d-a66d-34acbf18c842,uuid:25c5b723-3c57-4f3d-a66d-34acbf18c842,2540,14,-4.462533991953151,39.35302835220182
2023-07-11T09:54:55Z,2023-07-11,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Piped water outside the compound,NA,Flush to pit latrine,Solar panel,NA,Radio TV Cellphone,yes,4,uuid:25bb11fa-667f-44f8-b21f-29c5d190cc24,uuid:25bb11fa-667f-44f8-b21f-29c5d190cc24,2540,14,-4.472907651952041,39.35285912917587
2023-07-11T09:54:53Z,2023-07-11,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Piped water outside the compound,NA,Flush to pit latrine,Solar panel,NA,Radio TV Cellphone,no,4,uuid:40437a49-bd2e-4c0b-99fe-fa4dfb90c3e4,uuid:40437a49-bd2e-4c0b-99fe-fa4dfb90c3e4,2540,14,-4.472596113853644,39.352948027049855
2023-07-11T09:52:33Z,2023-07-11,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,palm,NA,Open well outside the compound,NA,Improved ventilated pit latrine,Solar panel,NA,Cellphone,no,8,uuid:bd5488cc-328c-4e7c-a580-a8d44a45375b,uuid:bd5488cc-328c-4e7c-a580-a8d44a45375b,2631,28,-4.472300977258925,39.32208665326135
2023-07-11T09:52:32Z,2023-07-11,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Open well outside the compound,NA,Improved ventilated pit latrine,Solar panel,NA,Cellphone Sofa Table Cupboard,yes,4,uuid:e6b7edcd-858a-4a3c-ab52-90640309a5f0,uuid:e6b7edcd-858a-4a3c-ab52-90640309a5f0,2631,28,-4.482595672748378,39.322055503626345
2023-07-11T09:52:31Z,2023-07-11,PONGWE KIKONENI,NA,1,blocks_cement,NA,iron,NA,Open well outside the compound,NA,Improved ventilated pit latrine,Electricity,NA,Cellphone,no,3,uuid:f06d79c6-56a0-49a0-aa35-7ce83faa7a3d,uuid:f06d79c6-56a0-49a0-aa35-7ce83faa7a3d,2631,28,-4.47009836682016,39.32247363911907
2023-07-11T09:47:58Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Solar panel,NA,Radio Cellphone,no,1,uuid:43dceacb-05e7-46aa-b50b-cdfd5419f92c,uuid:43dceacb-05e7-46aa-b50b-cdfd5419f92c,2415,54,-4.570303705439014,39.384241009818936
2023-07-11T09:47:57Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Solar panel,NA,Radio TV Cellphone Table,no,5,uuid:c69810d6-8fd1-4805-8df0-009d33efd1ce,uuid:c69810d6-8fd1-4805-8df0-009d33efd1ce,2415,54,-4.559125669051239,39.38368956092694
2023-07-11T09:47:56Z,2023-07-11,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Borehole with manual pump outside the compound,NA,Traditional pit latrine,Solar panel,NA,Cellphone,no,4,uuid:07ec73ff-1e26-4725-9039-ce9830ff6617,uuid:07ec73ff-1e26-4725-9039-ce9830ff6617,2415,54,-4.563481222678568,39.38063742166393
2023-07-11T09:41:49Z,2023-07-11,PONGWE KIKONENI,Swahili,2,mud,NA,iron,NA,Piped water outside the compound,NA,Traditional pit latrine,Solar panel,NA,Cellphone Radio TV,yes,5,uuid:d073975c-dc4a-46fe-bee7-76bc5d83100b,uuid:d073975c-dc4a-46fe-bee7-76bc5d83100b,2641,27,-4.445177804165045,39.29155050784279
2023-07-11T09:41:29Z,2023-07-11,PONGWE KIKONENI,Swahili,0,blocks_cement,NA,tile,NA,Piped water inside the house,NA,Flush to pit latrine,Electricity,NA,Table,no,1,uuid:0739c692-467b-4feb-a967-d92e9208c64c,uuid:0739c692-467b-4feb-a967-d92e9208c64c,2452,88,-4.644000499905749,39.38211363277689
2023-07-11T09:40:41Z,2023-07-11,PONGWE KIKONENI,Swahili,0,blocks_cement,NA,iron,NA,Open well inside the compound,NA,Flush to pit latrine,Solar panel,NA,Cellphone,no,1,uuid:e09b532f-c7a2-4ffd-86a5-9e83bafff4ae,uuid:e09b532f-c7a2-4ffd-86a5-9e83bafff4ae,2513,49,-4.532025563008044,39.369826185973295
2023-07-11T09:40:40Z,2023-07-11,PONGWE KIKONENI,Swahili,0,blocks_cement,NA,palm,NA,Open well inside the compound,NA,Flush to pit latrine,Electricity,NA,Cellphone,no,8,uuid:f2e6f395-8de0-41a2-a68b-7cbbf238a3cf,uuid:f2e6f395-8de0-41a2-a68b-7cbbf238a3cf,2513,49,-4.541359540988738,39.36979818171925
2023-07-11T09:40:39Z,2023-07-11,PONGWE KIKONENI,Swahili,0,blocks_cement,NA,iron,NA,Covered well outside the compound,NA,Flush to pit latrine,Electricity,NA,TV Cellphone Radio,no,2,uuid:692d9989-0f7b-49be-a490-1d4821314628,uuid:692d9989-0f7b-49be-a490-1d4821314628,2513,49,-4.532462475847947,39.36961849484163
2023-07-11T09:38:26Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Borehole with manual pump inside the compound,NA,"None (bush, field)",Solar panel,NA,Cellphone,no,4,uuid:187d7189-f3b1-4f48-a583-04fae1a77087,uuid:187d7189-f3b1-4f48-a583-04fae1a77087,2580,84,-4.57197666974559,39.28072456576776
2023-07-11T09:38:17Z,2023-07-11,PONGWE KIKONENI,Swahili,2,mud,NA,palm,NA,Covered well outside the compound,NA,Traditional pit latrine,Firewood,NA,Cellphone,no,3,uuid:35fdf27f-7f65-48d6-bbb4-b2f4055b6bfc,uuid:35fdf27f-7f65-48d6-bbb4-b2f4055b6bfc,2619,10,-4.447271606170494,39.32345379504591
2023-07-11T09:38:17Z,2023-07-11,PONGWE KIKONENI,Swahili,3,mud,NA,palm,NA,Open well outside the compound,NA,Traditional pit latrine,Solar panel,NA,Radio Cellphone,yes,5,uuid:0d93c87c-4e1f-4eeb-b720-05c0cc41305b,uuid:0d93c87c-4e1f-4eeb-b720-05c0cc41305b,2619,10,-4.449017302690824,39.323263730670845
2023-07-11T09:38:06Z,2023-07-11,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Borehole with manual pump outside the compound,NA,Traditional pit latrine,Solar panel,NA,Cellphone Table,no,7,uuid:78040b64-386d-41e9-b421-66d30e494bbd,uuid:78040b64-386d-41e9-b421-66d30e494bbd,2577,80,-4.57322885002395,39.28854670562679
2023-07-11T09:35:07Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Solar panel,NA,Radio Cellphone,no,3,uuid:8865efa5-c65c-458f-8f27-bcc60c0c4741,uuid:8865efa5-c65c-458f-8f27-bcc60c0c4741,2474,96,-4.6291626928134795,39.31446200845156
2023-07-11T09:34:10Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Solar panel,NA,Radio,no,11,uuid:5c0b04f2-9671-4423-aa7b-5236bd529ebd,uuid:5c0b04f2-9671-4423-aa7b-5236bd529ebd,2473,96,-4.618909475988302,39.3139102212574
2023-07-11T09:34:08Z,2023-07-11,PONGWE KIKONENI,NA,1,mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Firewood,NA,Radio,no,6,uuid:d423dd50-0bf7-40bc-bb32-94fad59320a3,uuid:d423dd50-0bf7-40bc-bb32-94fad59320a3,2473,96,-4.627593062228418,39.3155047034788
2023-07-11T09:32:17Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Solar panel,NA,Radio Cellphone Table,no,2,uuid:1396d60b-9122-47ff-8b16-f52d5596b4ee,uuid:1396d60b-9122-47ff-8b16-f52d5596b4ee,2592,92,-4.5563658598756716,39.235650705042055
2023-07-11T09:32:15Z,2023-07-10,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Kerosene lamp,NA,Cellphone,no,6,uuid:4d0c2f0b-96f0-4aaa-8202-e32a5895cd26,uuid:4d0c2f0b-96f0-4aaa-8202-e32a5895cd26,2592,92,-4.558560911692987,39.23705034006867
2023-07-11T09:32:03Z,2023-07-11,PONGWE KIKONENI,NA,1,mud,NA,palm,NA,Open well inside the compound,NA,"None (bush, field)",Solar panel,NA,Radio Cellphone,no,2,uuid:d90bf503-5b3f-4106-94b9-767e3537200d,uuid:d90bf503-5b3f-4106-94b9-767e3537200d,2595,92,-4.5513313857696005,39.23505007393938
2023-07-11T09:32:02Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Open well inside the compound,NA,"None (bush, field)",Solar panel,NA,Radio Cellphone,no,3,uuid:ff9c2c28-6beb-44f0-975e-573ed805352b,uuid:ff9c2c28-6beb-44f0-975e-573ed805352b,2595,92,-4.558930545362276,39.23527475877257
2023-07-11T09:31:57Z,2023-07-11,PONGWE KIKONENI,Swahili,1,palm,NA,palm,NA,Water collected directly from the river or ponds,NA,Traditional pit latrine,Solar panel,NA,Cellphone,yes,4,uuid:072e5324-8461-4175-a2bf-1cd0a7719532,uuid:072e5324-8461-4175-a2bf-1cd0a7719532,2541,21,-4.478038709927285,39.34497264151966
2023-07-11T09:31:56Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Piped water outside the compound,NA,"None (bush, field)",Solar panel,NA,Cellphone,yes,10,uuid:d2218d6e-2704-4401-821a-18828d6402db,uuid:d2218d6e-2704-4401-821a-18828d6402db,2541,21,-4.474252074798872,39.34508927457013
2023-07-11T09:31:33Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Batteries,NA,Radio Cellphone,no,5,uuid:dcb98006-afb5-42ff-b8b6-92cd70d7d5d8,uuid:dcb98006-afb5-42ff-b8b6-92cd70d7d5d8,2422,67,-4.590683871186272,39.387177809946536
2023-07-11T09:31:33Z,2023-07-11,PONGWE KIKONENI,Swahili,4,mud,NA,palm,NA,Borehole with manual pump outside the compound,NA,Traditional pit latrine,Solar panel,NA,Radio Cellphone Table Cupboard,yes,7,uuid:6efd5792-92ae-428d-b22e-f743bf66dd54,uuid:6efd5792-92ae-428d-b22e-f743bf66dd54,2422,67,-4.592727691022154,39.38662716134704
2023-07-11T09:29:21Z,2023-07-11,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,palm,NA,Borehole with manual pump outside the compound,NA,"None (bush, field)",Candles,NA,Cellphone Table,no,9,uuid:5f0d0f9e-aa75-4653-9066-ba2e090fe735,uuid:5f0d0f9e-aa75-4653-9066-ba2e090fe735,2529,73,-4.607742590818802,39.35848273526747
2023-07-11T09:29:19Z,2023-07-11,PONGWE KIKONENI,NA,1,blocks_cement,NA,palm,NA,Open well outside the compound,NA,"None (bush, field)",Solar panel,NA,Radio TV Cellphone Table,no,8,uuid:66202abc-0341-46ea-8c0e-af1394ed6f2a,uuid:66202abc-0341-46ea-8c0e-af1394ed6f2a,2529,73,-4.600371626571878,39.359135975311105
2023-07-11T09:29:17Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Borehole with manual pump outside the compound,NA,"None (bush, field)",other,Solar energy charging bulb,Radio Cellphone Table,no,5,uuid:43970dca-8c32-4a46-8f26-b6e9dd525d2e,uuid:43970dca-8c32-4a46-8f26-b6e9dd525d2e,2529,73,-4.597619083782349,39.358496651019024
2023-07-11T09:29:01Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,Composting toilet,Kerosene lamp,NA,Cellphone,no,4,uuid:d885bdde-485e-495e-8116-fbf36e9eba80,uuid:d885bdde-485e-495e-8116-fbf36e9eba80,2643,43,-4.468807784905191,39.290069606092906
2023-07-11T09:29:00Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,Flush to pit latrine,Kerosene lamp,NA,Table Cellphone Radio,yes,5,uuid:7f29e693-59ca-40c1-8efb-e9615ae22b0b,uuid:7f29e693-59ca-40c1-8efb-e9615ae22b0b,2643,43,-4.476582119889413,39.290132447994054
2023-07-11T09:27:07Z,2023-07-11,PONGWE KIKONENI,NA,1,blocks_cement,NA,iron,NA,Open well outside the compound,NA,Flush to pit latrine,Solar panel,NA,Cellphone Table,no,1,uuid:c4fe9af7-936f-4ff5-a1b9-558243b6b114,uuid:c4fe9af7-936f-4ff5-a1b9-558243b6b114,2455,88,-4.648669209147659,39.37937399883384
2023-07-11T09:27:07Z,2023-07-11,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Open well outside the compound,NA,Flush to pit latrine,Solar panel,NA,Cellphone,no,3,uuid:9427631f-5d7d-472d-b510-4f64d5affb19,uuid:9427631f-5d7d-472d-b510-4f64d5affb19,2455,88,-4.638065627532334,39.379239952672265
2023-07-11T09:26:46Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,iron,NA,Open well outside the compound,NA,"None (bush, field)",Solar panel,NA,Radio,no,7,uuid:ede88185-bb8c-45c4-bf18-f505f16506ea,uuid:ede88185-bb8c-45c4-bf18-f505f16506ea,2636,40,-4.474013321644345,39.3093230998251
2023-07-11T09:26:45Z,2023-07-11,PONGWE KIKONENI,Swahili,2,mud,NA,iron,NA,Open well outside the compound,NA,Traditional pit latrine,Solar panel,NA,Cellphone,no,6,uuid:5cffb753-00c2-4499-9d2c-751da7afded9,uuid:5cffb753-00c2-4499-9d2c-751da7afded9,2636,40,-4.4888411977115545,39.30950944745329
2023-07-11T09:25:33Z,2023-07-11,PONGWE KIKONENI,Swahili,2,blocks_mud,NA,palm,NA,Open well outside the compound,NA,Traditional pit latrine,Solar panel,NA,Radio Cellphone Table,no,3,uuid:d160cef7-a8e2-4717-a7d7-1ce4146ffd9f,uuid:d160cef7-a8e2-4717-a7d7-1ce4146ffd9f,2418,62,-4.589638491468842,39.380205509748635
2023-07-11T09:25:28Z,2023-07-11,PONGWE KIKONENI,Swahili,2,blocks_mud,NA,palm,NA,Open well inside the compound,NA,Traditional pit latrine,Solar panel,NA,Radio Cellphone Table,no,4,uuid:2a8e5182-f7ad-448f-a285-6ade242f42ec,uuid:2a8e5182-f7ad-448f-a285-6ade242f42ec,2418,62,-4.580581833693606,39.37829295083877
2023-07-11T09:24:48Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Water collected directly from the river or ponds,NA,Traditional pit latrine,Solar panel,NA,Radio Cellphone Table,no,4,uuid:67c8488d-a2dc-4273-b9ee-3686b9af516c,uuid:67c8488d-a2dc-4273-b9ee-3686b9af516c,2630,28,-4.478258008076553,39.32246107362284
2023-07-11T09:24:35Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,iron,NA,Borehole with manual pump inside the compound,NA,Flush to pit latrine,Solar panel,NA,Cellphone Radio,yes,3,uuid:49247fb9-99b9-43d8-bc69-eb579fbcfafc,uuid:49247fb9-99b9-43d8-bc69-eb579fbcfafc,2546,41,-4.512678460359244,39.32884115276891
2023-07-11T09:24:27Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,iron,NA,Open well outside the compound,NA,Composting toilet,Solar panel,NA,Cellphone,no,6,uuid:fc7bf0e3-8a74-4d06-bb2f-69e80bd7651d,uuid:fc7bf0e3-8a74-4d06-bb2f-69e80bd7651d,2542,31,-4.488623091727521,39.33660858238557
2023-07-11T09:24:26Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Open well outside the compound,NA,Composting toilet,Kerosene lamp,NA,Cellphone,no,1,uuid:b1ed56e1-8c34-4877-ae05-72f4c54e7371,uuid:b1ed56e1-8c34-4877-ae05-72f4c54e7371,2542,31,-4.494396114082619,39.33457400620285
2023-07-11T09:24:19Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,iron,NA,Open well inside the compound,NA,Traditional pit latrine,Solar panel,NA,Cellphone Radio,no,5,uuid:b4f2984a-5d43-4aea-9391-0949037757f1,uuid:b4f2984a-5d43-4aea-9391-0949037757f1,2645,43,-4.483234553673434,39.29119760988491
2023-07-11T09:24:18Z,2023-07-11,PONGWE KIKONENI,Swahili,2,blocks_cement,NA,iron,NA,Covered well outside the compound,NA,Traditional pit latrine,Solar panel,NA,Cellphone Table,yes,7,uuid:6d40b6ce-9577-4dc8-a072-1831a2eec837,uuid:6d40b6ce-9577-4dc8-a072-1831a2eec837,2645,43,-4.474826352229407,39.291851623822645
2023-07-11T09:23:24Z,2023-07-11,PONGWE KIKONENI,NA,2,mud,NA,palm,NA,Borehole with manual pump outside the compound,NA,Traditional pit latrine,Solar panel,NA,Radio Cellphone,no,4,uuid:4c7847cb-1e39-4e31-aaaa-85458acc6661,uuid:4c7847cb-1e39-4e31-aaaa-85458acc6661,2545,41,-4.502805570787238,39.330708550772805
2023-07-11T09:23:11Z,2023-07-11,PONGWE KIKONENI,Swahili,3,blocks_cement,NA,iron,NA,Water collected directly from the river or ponds,NA,Flush to pit latrine,Solar panel,NA,Cellphone Table,yes,4,uuid:99ff612b-5f54-4648-9ed7-fe3085e1ceed,uuid:99ff612b-5f54-4648-9ed7-fe3085e1ceed,2634,37,-4.493645245591251,39.31480719851731
2023-07-11T09:22:59Z,2023-07-11,PONGWE KIKONENI,Swahili,1,blocks_cement,NA,iron,NA,Open well outside the compound,NA,Traditional pit latrine,Kerosene lamp,NA,None,no,5,uuid:db187eb6-5804-4c78-9690-122ea92f87ad,uuid:db187eb6-5804-4c78-9690-122ea92f87ad,2543,31,-4.493557052757288,39.33320995422426
2023-07-11T09:22:58Z,2023-07-11,PONGWE KIKONENI,Swahili,2,mud,NA,palm,NA,Open well outside the compound,NA,Traditional pit latrine,Kerosene lamp,NA,None,yes,3,uuid:060f3b4f-cf52-4792-a2c9-a85d1f87e21d,uuid:060f3b4f-cf52-4792-a2c9-a85d1f87e21d,2543,31,-4.48382984320162,39.333289945780095
2023-07-11T09:22:50Z,2023-07-11,PONGWE KIKONENI,Swahili,1,mud,NA,palm,NA,Piped water outside the compound,NA,Traditional pit latrine,Solar panel,NA,Radio TV Cellphone Table,no,1,uuid:c0d0f785-8646-4d8b-898c-3f1a2b73865b,uuid:c0d0f785-8646-4d8b-898c-3f1a2b73865b,2544,31,-4.493216922497248,39.33411291575026
